Cik,Ticker,MultipleTickers,CompanyName
"1506307","KMI","KMI","KINDER MORGAN, INC."
"1060009","KND","KND","KINDRED HEALTHCARE, INC"
"1376755",,,"LATITUDE 360, INC."
"1089531","KGJI","KGJI","KINGOLD JEWELRY, INC."
"33992","KINS","KINS","KINGSTONE COMPANIES, INC."
"1072627","KFS","KFS","KINGSWAY FINANCIAL SERVICES INC"
"56047","KEX","KEX","KIRBY CORP"
"1350773",,,"KITARA MEDIA CORP."
"1286043","KRG","KRG","KITE REALTY GROUP TRUST"
"1159275",,,"KIWA BIO-TECH PRODUCTS GROUP CORP"
"1404912","KKR","KKR","KKR & Co. L.P."
"1386926","KFN","KFN,KFI,KFN^","KKR Financial Holdings LLC"
"866439",,,"KLEVER MARKETING INC"
"1474307",,,"KMP Futures Fund I LLC"
"929452","KNX","KNX","KNIGHT TRANSPORTATION INC"
"1011570","KNL","KNL","KNOLL INC"
"885639","KSS","KSS","KOHLS Corp"
"1542261",,,"KOLASCO CORP"
"1265572","KONA","KONA","KONA GRILL INC"
"771266","KOPN","KOPN","KOPIN CORP"
"1515319",,,"KOPJAGGERS INC."
"1069258","KTOS","KTOS","KRATOS DEFENSE & SECURITY SOLUTIONS, INC."
"1257640","KRO","KRO","KRONOS WORLDWIDE INC"
"1007587","KVHI","KVHI","KVH INDUSTRIES INC \DE\"
"1436304","KYTH","KYTH","KYTHERA BIOPHARMACEUTICALS INC"
"1316517","KNDI","KNDI","Kandi Technologies Group, Inc."
"1055294",,,"Kansas City Southern de Mexico, S.A. de C.V."
"1503802","KPTI","KPTI","Karyopharm Therapeutics Inc."
"1408100","KW","KW,KWN","Kennedy-Wilson Holdings, Inc."
"1493976",,,"Kilroy Realty, L.P."
"1561743","KIN","KIN","Kindred Biosciences, Inc."
"1418862","KIOR","KIOR","Kior Inc"
"1460198","KIPS","KIPS","Kips Bay Medical, Inc."
"1587523","KN","KN","Knowles Corp"
"1322866","KOG","KOG","Kodiak Oil & Gas Corp"
"1527355",,,"KonaRed Corp"
"1315257","KOP","KOP","Koppers Holdings Inc."
"1509991","KOS","KOS","Kosmos Energy Ltd."
"1545158","KRFT","KRFT","Kraft Foods Group, Inc."
"1321646","KRA","KRA","Kraton Performance Polymers, Inc."
"1039101","LLL","LLL","L3 TECHNOLOGIES, INC."
"1056239","LLL","LLL","L 3 COMMUNICATIONS HOLDINGS INC"
"701985","LB","LB","L Brands, Inc."
"920465","LJPC","LJPC","LA JOLLA PHARMACEUTICAL CO"
"920148","LH","LH","LABORATORY CORP OF AMERICA HOLDINGS"
"1029730","LTS","LTS","LADENBURG THALMANN FINANCIAL SERVICES INC"
"1156174",,,"LAKE AREA CORN PROCESSORS LLC"
"1341318","LSBK","LSBK","LAKE SHORE BANCORP, INC."
"721994","LKFN","LKFN","LAKELAND FINANCIAL CORP"
"1071255","GDEN","GDEN","GOLDEN ENTERTAINMENT, INC."
"1090425","LAMR","LAMR","LAMAR ADVERTISING CO/NEW"
"899045",,,"LAMAR MEDIA CORP/DE"
"1141688","LARK","LARK","LANDMARK BANCORP INC"
"799288","LE","LE","LANDS&#39; END, INC."
"853816","LSTR","LSTR","LANDSTAR SYSTEM INC"
"1300514","LVS","LVS","LAS VEGAS SANDS CORP"
"1104038","LLTI","LLTI","LASERLOCK TECHNOLOGIES INC"
"855658","LSCC","LSCC","LATTICE SEMICONDUCTOR CORP"
"703604","LAWS","LAWS","LAWSON PRODUCTS INC/NEW/DE/"
"1003130","LCAV","LCAV","LCA VISION INC"
"1074902","LCNB","LCNB","LCNB CORP"
"1348324","LDRH","LDRH","LDR HOLDING CORP"
"1376074",,,"LEAF Equipment Leasing Income Fund III, L.P."
"110027","LPTC","LPTC","LEAP TECHNOLOGY INC / DE"
"1065049","LEAP","LEAP","LEAP WIRELESS INTERNATIONAL INC"
"1138951","LF","LF","LEAPFROG ENTERPRISES INC"
"842162","LEA","LEA","LEAR CORP"
"1169083",,,"LEASE EQUITY APPRECIATION FUND I LP"
"1502659",,,"LED Lighting Co"
"1358831","LGCY","LGCY,LGCYP","LEGACY RESERVES LP"
"1132143",,,"LEGEND INTERNATIONAL HOLDINGS INC"
"58492","LEG","LEG","LEGGETT & PLATT INC"
"1270582",,,"LEHMAN ABS CORP AT&T NOTE BACKED SERIES 2003-18"
"1266845",,,"LEHMAN ABS CORP BACKED TR CERT FED EX CRP NT BCK SE 2001-37"
"1267746",,,"LEHMAN ABS CORP BACKED TRUST CERTS SER 2001-27"
"1266832",,,"LEHMAN ABS CORP BACKED TRUST CERTS SER 2001-8"
"1267753",,,"LEHMAN ABS CORP BCKD TR CRTS TOYS R US DB BCK SE 01-31"
"1223659",,,"LEHMAN ABS CORP BOEING NOTE BACKED SERIES 2003 7"
"1268290",,,"LEHMAN ABS CORP BOEING SECURITIES BACK SER 2003 16 CLASS A 1"
"1243703",,,"LEHMAN ABS CORP CNA FINANCIAL DEBENTURE BACK SER 03 10"
"1174923",,,"LEHMAN ABS CORP CORP BACK TR AIG DEBENTURE BCK SER 2002 10"
"1200408",,,"LEHMAN ABS CORP CORP BACKED TRUST CERTS SER 02 17 CLASS A1"
"1217013",,,"LEHMAN ABS CORP DUKE CAPITAL NOTE BACKED SERIES 2003-3"
"1281319",,,"LEHMAN ABS CORP GOLD SACHS CAP I SEC BCK SER 2004-4 CLASS A1"
"1284143",,,"LEHMAN ABS CORP GOLDMAN SACHS CAP 1 SEC BACKED SER 2004-6"
"1288971",,,"LEHMAN ABS CORP GOLDMAN SACHS CAP 1 SEC BCK SER 2004-7 CLASS"
"1219088",,,"LEHMAN ABS CORP HSBC DEBENTURE BACKED SERIES 2003-4"
"1171106",,,"LEHMAN ABS CORP KINDER MORGAN DEBEN BACKED SER 2002-6"
"1256142",,,"LEHMAN ABS CORP KRAFT FOODS NOTE BACKED SERIES 2003-11"
"1268305",,,"LEHMAN ABS CORP SPRINT CAPITAL BACK SER 2003 17 CLASS A 1"
"1158895","LMAT","LMAT","LEMAITRE VASCULAR INC"
"920760","LEN","LEN","LENNAR CORP /NEW/"
"1069202","LII","LII","LENNOX INTERNATIONAL INC"
"790877",,,"LEPERCQ CORPORATE INCOME FUND L P"
"96223","LUK","LUK","LEUCADIA NATIONAL CORP"
"794323","LVLT","LVLT","LEVEL 3 COMMUNICATIONS INC"
"94845",,,"LEVI STRAUSS & CO"
"1062822","LXRX","LXRX","LEXICON PHARMACEUTICALS, INC."
"910108","LXP","LXP","LEXINGTON REALTY TRUST"
"1001288","LXK","LXK","LEXMARK INTERNATIONAL INC /KY/"
"1518339",,,"LG&E & KU Energy LLC"
"61004","LGL","LGL","LGL GROUP INC"
"1303313","LHCG","LHCG","LHC Group, Inc"
"902274","LBY","LBY","LIBBEY INC"
"921113",,,"LIBERTY PROPERTY LIMITED PARTNERSHIP"
"921112","LPT","LPT","LIBERTY PROPERTY TRUST"
"1076195","LTM","LTM","LIFE TIME FITNESS, INC."
"1383871","LOCK","LOCK","LIFELOCK, INC."
"1301611","LPNT","LPNT","LIFEPOINT HOSPITALS, INC."
"874396","LCUT","LCUT","LIFETIME BRANDS, INC"
"886163","LGND","LGND","LIGAND PHARMACEUTICALS INC"
"1084554","LTBR","LTBR","LIGHTBRIDGE Corp"
"866970","LSCG","LSCG","LIGHTING SCIENCE GROUP CORP"
"1436975",,,"LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST II INC"
"1104265",,,"GROW SOLUTIONS HOLDINGS, INC."
"1399521","LIWA","LIWA","LIHUA INTERNATIONAL INC."
"59478","LLY","LLY","LILLY ELI & CO"
"1065860","LIME","LIME","LIME ENERGY CO."
"1575571","LIN","LIN","LIN Media LLC"
"1286613","LINC","LINC","LINCOLN EDUCATIONAL SERVICES CORP"
"59527","LECO","LECO","LINCOLN ELECTRIC HOLDINGS INC"
"59558","LNC","LNC","LINCOLN NATIONAL CORP"
"1271024","LNKD","LNKD","LINKEDIN CORP"
"1326428","LINE","LINE","LINN ENERGY, LLC"
"1058299","LIOX","LIOX","LIONBRIDGE TECHNOLOGIES INC /DE/"
"6732",,,"NAC GLOBAL TECHNOLOGIES, INC."
"1168197","LPDX","LPDX","LIPOSCIENCE INC"
"1307579","LIQT","LIQT","LIQTECH INTERNATIONAL INC"
"1141240","LQMT","LQMT","LIQUIDMETAL TECHNOLOGIES INC"
"1023128","LAD","LAD","LITHIA MOTORS INC"
"1102993","LPSN","LPSN","LIVEPERSON INC"
"1335105",,,"LIXTE BIOTECHNOLOGY HOLDINGS, INC."
"1065696","LKQ","LKQ","LKQ CORP"
"1059562","LMIA","LMIA","LMI AEROSPACE INC"
"737210","LNBB","LNBB","LNB BANCORP INC"
"1259550","LOCM","LOCM","LOCAL Corp"
"936468","LMT","LMT","LOCKHEED MARTIN CORP"
"60086","L","L","LOEWS CORP"
"355777","LOJN","LOJN","LOJACK CORP"
"1077866","LOOK","LOOK","LOOKSMART LTD"
"1006269","LORL","LORL","LORAL SPACE & COMMUNICATIONS INC."
"1424847","LO","LO","LORILLARD, INC."
"1392562","LABC","LABC","LOUISIANA BANCORP INC"
"60519","LPX","LPX","LOUISIANA-PACIFIC CORP"
"60549",,,"LOUISVILLE GAS & ELECTRIC CO /KY/"
"60667","LOW","LOW","LOWES COMPANIES INC"
"1251769","APEN","APEN","Apollo Endosurgery, Inc."
"1397911","LPLA","LPLA","LPL Financial Holdings Inc."
"1519632","LRE","LRE","LRR Energy, L.P."
"930405","LSBI","LSBI","LSB FINANCIAL CORP"
"60714","LXU","LXU","LSB INDUSTRIES INC"
"703360",,,"LSI CORP"
"887905","LTC","LTC","LTC PROPERTIES INC"
"752902",,,"LUCID INC"
"1033905","LMNX","LMNX","LUMINEX CORP"
"1428043",,,"LV Futures Fund L.P."
"60977","LDL","LDL","LYDALL INC /DE/"
"1549276","LPSB","LPSB","LaPorte Bancorp, Inc."
"1053532","LHO","LHO","LaSalle Hotel Properties"
"1533998",,,"LabStyle Innovations Corp."
"1577670","LADR","LADR","Ladder Capital Corp"
"1574632",,,"Ladder Capital Finance Holdings LLLP"
"1347523",,,"Landmark Apartment Trust of America, Inc."
"1422059",,,"Lans Holdings, Inc."
"1500157",,,"Lantheus Medical Imaging, Inc."
"1528129","LPI","LPI","Laredo Petroleum, Inc."
"350644","SIDY","SIDY","Lattice INC"
"1326141",,,"Lazard Group LLC"
"1311370","LAZ","LAZ","Lazard Ltd"
"1294154",,,"Lease Equity Appreciation Fund II, L.P."
"1456189",,,"Leatt Corp"
"1538849","CAPL","CAPL","CrossAmerica Partners LP"
"1336920","LDOS","LDOS","Leidos Holdings, Inc."
"353394",,,"Leidos, Inc."
"1409970","LC","LC","LendingClub Corp"
"1356564",,,"Leo Motors, Inc."
"1585583","TACO","TACO,TACOW","Del Taco Restaurants, Inc."
"1570585","LBTYA","LBTYA,LBTYB,LBTYK,LILA,LILAK","Liberty Global plc"
"1355096","QVCA","QVCA,QVCB,LVNTA,LVNTB","Liberty Interactive Corp"
"1560385","LMCA","LMCA,LMCK","Liberty Media Corp"
"1493137",,,"Lifeloc Technologies, Inc"
"1392545",,,"Lightning Gaming, Inc."
"1296884",,,"Lightstone Value Plus Real Estate Investment Trust, Inc."
"1325964",,,"Lightwave Logic, Inc."
"1391127","LLNW","LLNW","Limelight Networks, Inc."
"1531433",,,"Cannabis Kinetics Corp."
"1549756","LNCO","LNCO","LinnCo, LLC"
"1425205","LBIO","LBIO","Lion Biotechnologies, Inc."
"1535955","LPCN","LPCN","Lipocine Inc."
"1562594","LIQD","LIQD","Liquid Holdings Group, Inc."
"1335258","LYV","LYV","Live Nation Entertainment, Inc."
"1420302","LOGM","LOGM","LogMeIn, Inc."
"1565383",,,"Lollipop Corp"
"1396033","LL","LL","Lumber Liquidators Holdings, Inc."
"1520744","LMOS","LMOS","Lumos Networks Corp."
"1489393","LYB","LYB","LyondellBasell Industries N.V."
"799292","MHO","MHO","M I HOMES INC"
"1094738",,,"M&F BANCORP INC /NC/"
"36270","MTB","MTB,MTB^","M&T BANK CORP"
"1163300",,,"MABWE MINERALS INC."
"1053584","MCBC","MCBC","MACATAWA BANK CORP"
"912242","MAC","MAC","MACERICH CO"
"924901","CLI","CLI","MACK CALI REALTY CORP"
"1067063",,,"MACK CALI REALTY L P"
"36506","MFNC","MFNC","MACKINAC FINANCIAL CORP /MI/"
"1125345","MGNX","MGNX","MACROGENICS INC"
"1178727",,,"DRONE AVIATION HOLDING CORP."
"1284196",,,"MADISON AVE HOLDINGS INC"
"1318268",,,"MADISON EXPLORATIONS, INC."
"61339","MGEE","MGEE","MADISON GAS & ELECTRIC CO"
"1515317",,,"MAGELLAN GOLD Corp"
"19411","MGLN","MGLN","MAGELLAN HEALTH INC"
"1126975","MMP","MMP","MAGELLAN MIDSTREAM PARTNERS LP"
"1005699","CALL","CALL","MAGICJACK VOCALTEC LTD"
"1353487","MNGA","MNGA","MAGNEGAS CORP"
"751085","MAG","MAG","MAGNETEK, INC."
"1335190",,,"MAGNUM HUNTER RESOURCES CORP"
"720002","MSFG","MSFG","MAINSOURCE FINANCIAL GROUP"
"1094742",,,"MAINSTREET BANKSHARES INC"
"1052354",,,"MAN AHL DIVERSIFIED I LP"
"1386164",,,"MANAGED FUTURES PREMIER ABINGDON L.P."
"1325676",,,"MANAGED FUTURES PREMIER AVENTIS II L.P."
"1066656",,,"MANAGED FUTURES PREMIER GRAHAM L.P."
"1353282",,,"MANAGED FUTURES PREMIER WARRINGTON L.P."
"1094814","CRTN","CRTN","Cartesian, Inc."
"1056696","MANH","MANH","MANHATTAN ASSOCIATES INC"
"1080340","LOAN","LOAN","MANHATTAN BRIDGE CAPITAL, INC"
"61986","MTW","MTW","MANITOWOC CO INC"
"1056358","MTEX","MTEX","MANNATECH INC"
"899460","MNKD","MNKD","MANNKIND CORP"
"892537","MANT","MANT","MANTECH INTERNATIONAL CORP"
"101778","MRO","MRO","MARATHON OIL CORP"
"1224133","MCHX","MCHX","MARCHEX INC"
"1389002","MRIN","MRIN","MARIN SOFTWARE INC"
"1129155","MPX","MPX","MARINE PRODUCTS CORP"
"1096343","MKL","MKL","MARKEL CORP"
"1278021","MKTX","MKTX","MARKETAXESS HOLDINGS INC"
"1166036","MWE","MWE","MARKWEST ENERGY PARTNERS L P"
"1260968","MRLN","MRLN","MARLIN BUSINESS SERVICES CORP"
"1048286","MAR","MAR","MARRIOTT INTERNATIONAL INC /MD/"
"1524358","VAC","VAC","MARRIOTT VACATIONS WORLDWIDE Corp"
"1441693","MBII","MBII","MARRONE BIO INNOVATIONS INC"
"62709","MMC","MMC","MARSH & MCLENNAN COMPANIES, INC."
"799167","MRTN","MRTN","MARTEN TRANSPORT LTD"
"1091801",,,"MARTHA STEWART LIVING OMNIMEDIA INC"
"916076","MLM","MLM","MARTIN MARIETTA MATERIALS INC"
"1176334","MMLP","MMLP","MARTIN MIDSTREAM PARTNERS LP"
"1058057","MRVL","MRVL","MARVELL TECHNOLOGY GROUP LTD"
"62996","MAS","MAS","MASCO CORP /DE/"
"1536089",,,"MASCOTA RESOURCES CORP."
"937556","MASI","MASI","MASIMO CORP"
"893691","DOOR","DOOR","MASONITE INTERNATIONAL CORP"
"1388982",,,"Cannamed Corporation."
"15615","MTZ","MTZ","MASTEC INC"
"1141391","MA","MA","MASTERCARD INC"
"63276","MAT","MAT","MATTEL INC /DE/"
"1419852","MFRM","MFRM","MATTRESS FIRM HOLDING CORP."
"928421","MTSN","MTSN","MATTSON TECHNOLOGY INC"
"63330","MLP","MLP","MAUI LAND & PINEAPPLE CO INC"
"1361470","MVNR","MVNR","MAVENIR SYSTEMS INC"
"1288469","MXL","MXL","MAXLINEAR INC"
"319815","MXWL","MXWL","MAXWELL TECHNOLOGIES INC"
"1139812","MBFI","MBFI,MBFIP","MB FINANCIAL INC /MD"
"814585","MBI","MBI","MBIA INC"
"1118237","MBTF","MBTF","MBT FINANCIAL CORP"
"1056087","MNI","MNI","MCCLATCHY CO"
"708819","MDR","MDR","MCDERMOTT INTERNATIONAL INC"
"63908","MCD","MCD","MCDONALDS CORP"
"1141299","MCGC","MCGC","MCG CAPITAL CORP"
"752714","MGRC","MGRC","MCGRATH RENTCORP"
"64040","SPGI","SPGI","S&P Global Inc."
"773141","MDC","MDC","MDC HOLDINGS INC"
"876883","MDCA","MDCA","MDC PARTNERS INC"
"1551390",,,"MDS ENERGY PUBLIC 2013-A LP"
"67716","MDU","MDU","MDU RESOURCES GROUP INC"
"949156","MIG","MIG","MEADOWBROOK INSURANCE GROUP INC"
"1159297","MWV","MWV","MEADWESTVACO Corp"
"64463","MKTY","MKTY","MECHANICAL TECHNOLOGY INC"
"1000209","MFIN","MFIN","MEDALLION FINANCIAL CORP"
"1254419","MDAS","MDAS","MEDASSETS INC"
"1138776","MDGN","MDGN","MEDGENICS, INC."
"216539","MEG","MEG","MEDIA GENERAL INC"
"1083712",,,"MEDIABISTRO INC."
"1161366",,,"MEDIACOM BROADBAND CORP"
"1161364",,,"MEDIACOM BROADBAND LLC"
"1064117",,,"MEDIACOM CAPITAL CORP"
"1064116",,,"MEDIACOM LLC"
"1287865","MPW","MPW","MEDICAL PROPERTIES TRUST INC"
"1113481","MDCO","MDCO","MEDICINES CO /DE"
"1226616","MNOV","MNOV","MEDICINOVA INC"
"1476278",,,"MEDIENT STUDIOS, INC."
"910329","MED","MED","MEDIFAST INC"
"753772",,,"MEDIZONE INTERNATIONAL INC"
"1487941",,,"MEDL Mobile Holdings, Inc."
"893949","MD","MD","MEDNAX, INC."
"1051514","SSKN","SSKN","STRATA Skin Sciences, Inc."
"919134","MENB","MENB","MENDOCINO BREWING CO INC"
"701811","MENT","MENT","MENTOR GRAPHICS CORP"
"1099590","MELI","MELI","MERCADOLIBRE INC"
"1042729","MBWM","MBWM","MERCANTILE BANK CORP"
"1525502",,,"MERCEDES-BENZ AUTO RECEIVABLES TRUST 2011-1"
"1333274","MERC","MERC","MERCER INTERNATIONAL INC."
"726517","MBVT","MBVT","MERCHANTS BANCSHARES INC"
"64996","MCY","MCY","MERCURY GENERAL CORP"
"944765","MRGE","MRGE","MERGE HEALTHCARE INC"
"1411974","EBSB","EBSB","MERIDIAN INTERSTATE BANCORP INC"
"856982","MMSI","MMSI","MERIT MEDICAL SYSTEMS INC"
"1267332",,,"MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1"
"1286643",,,"MERRILL LYNCH DEPOSITOR INC PPLUS TRUST SERIES GSC-1"
"1256359",,,"MERRILL LYNCH DEPOSITOR INC PPLUS TRUST SERIES GSG-2"
"1157987",,,"MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SER CZN 1"
"1196707",,,"MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES FAR-1"
"1178405",,,"MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SERIES VER-1"
"1274792","MACK","MACK","MERRIMACK PHARMACEUTICALS INC"
"1167294","MERU","MERU","MERU NETWORKS INC"
"313364","MTR","MTR","MESA ROYALTY TRUST/TX"
"1121702",,,"METABOLIX, INC."
"1048685","MEA","MEA","METALICO INC"
"1436549","MEIL","MEIL","METHES ENERGIES INTERNATIONAL LTD"
"1099219","MET","MET","METLIFE INC"
"1110795",,,"METLIFE POLICYHOLDER TRUST"
"1085706","METR","METR","METRO BANCORP, INC."
"937834",,,"METROPOLITAN LIFE INSURANCE CO"
"1037646","MTD","MTD","METTLER TOLEDO INTERNATIONAL INC/"
"1136529",,,"MEWBOURNE ENERGY PARTNERS 01-A LP"
"1136933",,,"MEWBOURNE ENERGY PARTNERS 02-A LP"
"1170797",,,"MEWBOURNE ENERGY PARTNERS 03-A LP"
"1282400",,,"MEWBOURNE ENERGY PARTNERS 04-A LP"
"1282723",,,"MEWBOURNE ENERGY PARTNERS 05-A LP"
"1436942",,,"MEWBOURNE ENERGY PARTNERS 08-A LP"
"1462103",,,"MEWBOURNE ENERGY PARTNERS 09-A, L.P."
"1055160","MFA","MFA,MFO","MFA FINANCIAL, INC."
"1161728","MGEE","MGEE","MGE ENERGY INC"
"876437","MTG","MTG","MGIC INVESTMENT CORP"
"789570","MGM","MGM","MGM Resorts International"
"835011","MGPI","MGPI","MGP INGREDIENTS INC"
"1001601",,,"MGT CAPITAL INVESTMENTS INC"
"1517224",,,"MICHAEL FOODS GROUP, INC."
"932111","MCRL","MCRL","MICREL INC"
"827230","MFI","MFI","MICROFINANCIAL INC"
"854800","MICT","MICT,MICTW","MICRONET ENERTEC TECHNOLOGIES, INC."
"65759","MPAD","MPAD","MICROPAC INDUSTRIES INC"
"1050446","MSTR","MSTR","MICROSTRATEGY INC"
"65770","MVIS","MVIS","MICROVISION INC"
"912595","MAA","MAA","MID AMERICA APARTMENT COMMUNITIES INC"
"879635","MPB","MPB","MID PENN BANCORP INC"
"928576",,,"MIDAMERICAN ENERGY CO"
"1081316",,,"BERKSHIRE HATHAWAY ENERGY CO"
"1098296",,,"MIDAMERICAN FUNDING LLC"
"914138","MBRG","MBRG","MIDDLEBURG FINANCIAL CORP"
"769520","MIDD","MIDD","MIDDLEBY CORP"
"836147","MBCN","MBCN","MIDDLEFIELD BANC CORP"
"66004","MSEX","MSEX","MIDDLESEX WATER CO"
"745981","MSL","MSL","MIDSOUTH BANCORP INC"
"1134016",,,"MIDWEST GENERATION LLC"
"355379",,,"MIDWEST HOLDING INC."
"317340","MKRS","MKRS","MIKROS SYSTEMS CORP"
"855683","MLSS","MLSS","MILESTONE SCIENTIFIC INC."
"924822","MLR","MLR","MILLER INDUSTRIES INC /TN/"
"1376339","MDXG","MDXG","MIMEDX GROUP, INC."
"1501331",,,"MINDEN BANCORP, INC."
"66570","MSA","MSA","MSA Safety Inc"
"891014","MTX","MTX","MINERALS TECHNOLOGIES INC"
"66649","MGN","MGN","MINES MANAGEMENT INC"
"944130",,,"MINISTRY PARTNERS INVESTMENT COMPANY, LLC"
"728447",,,"MINN SHARES INC"
"1124127",,,"MINT LEASING INC"
"1142412",,,"MISSION BROADCASTING INC"
"66904",,,"MISSISSIPPI POWER CO"
"1456857",,,"MJ Holdings, Inc."
"1049502","MKSI","MKSI","MKS INSTRUMENTS INC"
"1471270",,,"ML BlueTrend FuturesAccess LLC"
"1527698",,,"ML Capital Group, Inc."
"1100878",,,"ML SELECT FUTURES I LP"
"1005177",,,"ML TREND-FOLLOWING FUTURES FUND L.P."
"1399406",,,"ML Transtrend DTP Enhanced FuturesAccess LLC"
"1309136",,,"ML Winton FuturesAccess LLC"
"1075058",,,"MLM INDEX FUND"
"1285701","MMRF","MMRF","MMRGlobal, Inc."
"1074447",,,"MNP Petroleum Corp"
"911109","MINI","MINI","MOBILE MINI INC"
"1447380",,,"MOBIVITY HOLDINGS CORP."
"67279","MOCO","MOCO","MOCON INC"
"851968","MHK","MHK","MOHAWK INDUSTRIES INC"
"1179929","MOH","MOH","MOLINA HEALTHCARE INC"
"24545","TAP","TAP","MOLSON COORS BREWING CO"
"1235010","MNTA","MNTA","MOMENTA PHARMACEUTICALS INC"
"13239",,,"MOMENTIVE SPECIALTY CHEMICALS INC."
"907242","MCRI","MCRI","MONARCH CASINO & RESORT INC"
"67517","MCEM","MCEM","MONARCH CEMENT CO"
"1169769","MCBF","MCBF","MONARCH COMMUNITY BANCORP INC"
"1273931","MGI","MGI","MONEYGRAM INTERNATIONAL INC"
"1265107",,,"MONITRONICS INTERNATIONAL INC"
"1280452","MPWR","MPWR","MONOLITHIC POWER SYSTEMS INC"
"1512931","MRCC","MRCC","MONROE CAPITAL Corp"
"1020416","MWW","MWW","MONSTER WORLDWIDE, INC."
"1165880","MRH","MRH","MONTPELIER RE HOLDINGS LTD"
"1059556","MCO","MCO","MOODYS CORP /DE/"
"1162283","MGHL","MGHL","MORGAN GROUP HOLDING CO"
"895421","MS","MS","MORGAN STANLEY"
"1567572",,,"MORGAN STANLEY BANK OF AMERICA MERRILL LYNCH TRUST 2013-C8"
"914747",,,"MORGAN STANLEY SMITH BARNEY CHARTER ASPECT L.P."
"1169749",,,"MORGAN STANLEY SMITH BARNEY CHARTER CAMPBELL LP"
"1066658",,,"MORGAN STANLEY SMITH BARNEY CHARTER WNT L.P."
"1097396",,,"MORGAN STANLEY SMITH BARNEY SPECTRUM CURRENCY & COMMODITY L."
"925266",,,"MORGAN STANLEY SMITH BARNEY SPECTRUM GLOBAL BALANCED LP"
"873799",,,"MORGAN STANLEY SMITH BARNEY SPECTRUM SELECT LP"
"925263",,,"MORGAN STANLEY SMITH BARNEY SPECTRUM STRATEGIC LP"
"925306",,,"MORGAN STANLEY SMITH BARNEY SPECTRUM TECHNICAL LP"
"1107796",,,"MOTIVATING THE MASSES INC"
"72573","MOV","MOV","MOVADO GROUP INC"
"1085770",,,"MOVE INC"
"1552000","MPLX","MPLX","MPLX LP"
"1524607",,,"MPT Operating Partnership, L.P."
"1439095","MRC","MRC","MRC GLOBAL INC."
"1285550",,,"MRI INTERVENTIONS, INC."
"887969","MRVC","MRVC","MRV COMMUNICATIONS INC"
"1282730",,,"MS STRUCTURED SATURNS SERIES 2004-4"
"1311437",,,"MS STRUCTURED SATURNS SERIES 2005-1"
"1346096",,,"MS STRUCTURED SATURNS SERIES 2005-3"
"1349577",,,"MS STRUCTURED TILES SERIES 2006-1"
"1498311",,,"MS Structured CMT Linked Trust Units Series 2010-01"
"1505890",,,"MS Structured Floating Rate Trust Series 2010-04 (IP)"
"1389936",,,"MS Structured SATURNS Series 2007-1"
"1408198","MSCI","MSCI","MSCI Inc."
"834162","MNTG","MNTG","MTR GAMING GROUP INC"
"89439","MLI","MLI","MUELLER INDUSTRIES INC"
"1003201","MMAB","MMAB,MMAC","MUNICIPAL MORTGAGE & EQUITY LLC"
"717423","MUR","MUR","MURPHY OIL CORP /DE"
"1094810","MFSF","MFSF","MUTUALFIRST FINANCIAL INC"
"1371782","MVO","MVO","MV Oil Trust"
"1277902",,,"MVB FINANCIAL CORP"
"1546609",,,"MVP REIT, Inc."
"69488","MYE","MYE","MYERS INDUSTRIES INC"
"69499","MYL","MYL","MYLAN INC."
"927761","MYMX","MYMX","MYMETICS CORP"
"1402479","MYOS","MYOS","MYOS Corp"
"700923","MYRG","MYRG","MYR GROUP INC."
"1446714",,,"Macquarie Equipment Leasing Fund, LLC"
"1289790","MIC","MIC","Macquarie Infrastructure Corp"
"1547635","MCBK","MCBK","Madison County Financial, Inc."
"1437491",,,"Ecoark Holdings, Inc."
"1412100","MHLD","MHLD,MHNB,MHNC","Maiden Holdings, Ltd."
"1396440","MAIN","MAIN,MSCA","Main Street Capital CORP"
"1520358",,,"MamaMancini's Holdings, Inc."
"1498325",,,"Man AHL FuturesAccess LLC"
"1504886",,,"Managed Futures Premier BHM L.P."
"1302028","MNTX","MNTX","Manitex International, Inc."
"1524223","MN","MN","Manning & Napier, Inc."
"871763","MAN","MAN","ManpowerGroup Inc."
"1590496",,,"Maple Tree Kids, Inc."
"1507605","MARA","MARA","Marathon Patent Group, Inc."
"1510295","MPC","MPC","Marathon Petroleum Corp"
"1578732","MMI","MMI","Marcus & Millichap, Inc."
"1517007",,,"Marina District Finance Company, Inc."
"1490660","MKTO","MKTO","Marketo, Inc."
"1575599",,,"AZURE MIDSTREAM PARTNERS, LP"
"1388488",,,"Mass Hysteria Entertainment Company, Inc."
"1160308","MSTX","MSTX","Mast Therapeutics, Inc."
"1437226","MHH","MHH","Mastech Holdings, Inc."
"1520006","MTDR","MTDR","Matador Resources Co"
"3453","MATX","MATX","Matson, Inc."
"1094348","MATR","MATR","Mattersight Corp"
"1353499",,,"Max Sound Corp"
"314203","MUX","MUX","McEwen Mining Inc."
"1452575","MJN","MJN","Mead Johnson Nutrition Co"
"1111473",,,"Med One Oak, Inc."
